都道府県名,年齢5歳階級,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
栃木県,40～44歳,大正,14,1925,57817,28460,29357
栃木県,45～49歳,大正,14,1925,56386,27684,28702
栃木県,50～54歳,大正,14,1925,42611,20983,21628
栃木県,55～59歳,大正,14,1925,34741,17279,17462
栃木県,60～64歳,大正,14,1925,27692,13170,14522
栃木県,65～69歳,大正,14,1925,22140,10227,11913
栃木県,70～74歳,大正,14,1925,15710,6831,8879
栃木県,75～79歳,大正,14,1925,8355,3410,4945
栃木県,80～84歳,大正,14,1925,3307,1229,2078
栃木県,85歳以上,大正,14,1925,981,325,656
栃木県,総数,昭和,5,1930,1141737,562839,578898
栃木県,0～4歳,昭和,5,1930,175764,87906,87858
栃木県,5～9歳,昭和,5,1930,155689,77756,77933
栃木県,10～14歳,昭和,5,1930,134479,66973,67506
栃木県,15～19歳,昭和,5,1930,104860,51203,53657
栃木県,20～24歳,昭和,5,1930,81270,40671,40599
栃木県,25～29歳,昭和,5,1930,75601,37506,38095
栃木県,30～34歳,昭和,5,1930,68045,33872,34173
栃木県,35～39歳,昭和,5,1930,61207,30629,30578
栃木県,40～44歳,昭和,5,1930,58636,29159,29477
栃木県,45～49歳,昭和,5,1930,54279,26697,27582
栃木県,50～54歳,昭和,5,1930,51896,25401,26495
栃木県,55～59歳,昭和,5,1930,38360,18685,19675
栃木県,60～64歳,昭和,5,1930,29672,14323,15349
栃木県,65～69歳,昭和,5,1930,21921,9837,12084
栃木県,70～74歳,昭和,5,1930,15780,6754,9026
栃木県,75～79歳,昭和,5,1930,9257,3733,5524
栃木県,80歳以上,昭和,5,1930,5021,1734,3287
栃木県,総数,昭和,10,1935,1195057,588545,606512
栃木県,0～4歳,昭和,10,1935,175102,88173,86929
栃木県,5～9歳,昭和,10,1935,164842,82422,82420
栃木県,10～14歳,昭和,10,1935,148920,74130,74790
栃木県,15～19歳,昭和,10,1935,103798,49859,53939
栃木県,20～24歳,昭和,10,1935,88507,43049,45458
栃木県,25～29歳,昭和,10,1935,76151,38646,37505
栃木県,30～34歳,昭和,10,1935,72913,36533,36380
栃木県,35～39歳,昭和,10,1935,65782,32880,32902
栃木県,40～44歳,昭和,10,1935,58505,29378,29127
栃木県,45～49歳,昭和,10,1935,55494,27668,27826
栃木県,50～54歳,昭和,10,1935,50366,24609,25757
栃木県,55～59歳,昭和,10,1935,46948,22522,24426
栃木県,60～64歳,昭和,10,1935,33075,15645,17430
栃木県,65～69歳,昭和,10,1935,23723,10863,12860
栃木県,70～74歳,昭和,10,1935,15870,6580,9290
栃木県,75～79歳,昭和,10,1935,9409,3633,5776
栃木県,80歳以上,昭和,10,1935,5652,1955,3697
栃木県,総数,昭和,15,1940,1206597,591562,615035
栃木県,0～4歳,昭和,15,1940,163497,82695,80802
栃木県,5～9歳,昭和,15,1940,162984,81911,81073
栃木県,10～14歳,昭和,15,1940,154581,76734,77847
栃木県,15～19歳,昭和,15,1940,108968,49869,59099
栃木県,20～24歳,昭和,15,1940,89923,45984,43939
栃木県,25～29歳,昭和,15,1940,77506,37969,39537
栃木県,30～34歳,昭和,15,1940,69287,34538,34749
栃木県,35～39歳,昭和,15,1940,68370,33797,34573
栃木県,40～44歳,昭和,15,1940,61937,30720,31217
栃木県,45～49歳,昭和,15,1940,54539,27277,27262
栃木県,50～54歳,昭和,15,1940,51105,25193,25912
栃木県,55～59歳,昭和,15,1940,45041,21679,23362
栃木県,60～64歳,昭和,15,1940,40355,18728,21627
栃木県,65～69歳,昭和,15,1940,26639,11973,14666
栃木県,70～74歳,昭和,15,1940,16780,7089,9691
栃木県,75～79歳,昭和,15,1940,9422,3531,5891
栃木県,80～84歳,昭和,15,1940,4139,1428,2711
栃木県,85歳以上,昭和,15,1940,1519,444,1075
栃木県,総数,昭和,20,1945,1546355,719529,826826
栃木県,1～5歳,昭和,20,1945,211525,107066,104459
栃木県,6～10歳,昭和,20,1945,200574,101175,99399
栃木県,11～15歳,昭和,20,1945,195768,98011,97757
栃木県,16～20歳,昭和,20,1945,166237,79707,86530
栃木県,21～25歳,昭和,20,1945,118612,43958,74654
栃木県,26～30歳,昭和,20,1945,92555,31915,60640
栃木県,31～35歳,昭和,20,1945,93041,37493,55548
栃木県,36～40歳,昭和,20,1945,86762,40541,46221
栃木県,41～45歳,昭和,20,1945,81357,39914,41443
栃木県,46～50歳,昭和,20,1945,70068,34660,35408
栃木県,51～55歳,昭和,20,1945,59048,29298,29750
栃木県,56～60歳,昭和,20,1945,53418,25850,27568
栃木県,61～65歳,昭和,20,1945,43683,19946,23737
栃木県,66～70歳,昭和,20,1945,36389,15667,20722
栃木県,71～75歳,昭和,20,1945,21178,8671,12507
栃木県,76～80歳,昭和,20,1945,10538,3898,6640
栃木県,81～85歳,昭和,20,1945,4263,1365,2898
栃木県,86歳以上,昭和,20,1945,1339,394,945
栃木県,総数,昭和,25,1950,1550462,752266,798196
栃木県,0～4歳,昭和,25,1950,218139,111295,106844
栃木県,5～9歳,昭和,25,1950,187041,94652,92389
栃木県,10～14歳,昭和,25,1950,179635,90587,89048
栃木県,15～19歳,昭和,25,1950,160109,78848,81261
栃木県,20～24歳,昭和,25,1950,135835,64729,71106
栃木県,25～29歳,昭和,25,1950,107955,48163,59792
栃木県,30～34歳,昭和,25,1950,90979,40473,50506
栃木県,35～39歳,昭和,25,1950,88349,41238,47111
栃木県,40～44歳,昭和,25,1950,77369,38375,38994
栃木県,45～49歳,昭和,25,1950,71625,35875,35750
栃木県,50～54歳,昭和,25,1950,61228,30548,30680
栃木県,55～59歳,昭和,25,1950,51142,25196,25946
栃木県,60～64歳,昭和,25,1950,44350,20933,23417
栃木県,65～69歳,昭和,25,1950,33475,14801,18674
栃木県,70～74歳,昭和,25,1950,24558,9938,14620
栃木県,75～79歳,昭和,25,1950,12257,4638,7619
栃木県,80歳以上,昭和,25,1950,6369,1947,4422
栃木県,総数,昭和,30,1955,1547580,749636,797944
栃木県,0～4歳,昭和,30,1955,176655,89985,86670
栃木県,5～9歳,昭和,30,1955,204801,104469,100332
栃木県,10～14歳,昭和,30,1955,178222,90180,88042
栃木県,15～19歳,昭和,30,1955,140508,67053,73455
栃木県,20～24歳,昭和,30,1955,129346,60901,68445
栃木県,25～29歳,昭和,30,1955,122470,60015,62455
栃木県,30～34歳,昭和,30,1955,101204,45484,55720
栃木県,35～39歳,昭和,30,1955,85390,38238,47152
栃木県,40～44歳,昭和,30,1955,82635,38628,44007
栃木県,45～49歳,昭和,30,1955,72599,36177,36422
栃木県,50～54歳,昭和,30,1955,66675,33337,33338
栃木県,55～59歳,昭和,30,1955,56118,27788,28330
栃木県,60～64歳,昭和,30,1955,45159,21790,23369
栃木県,65～69歳,昭和,30,1955,36508,16655,19853
栃木県,70～74歳,昭和,30,1955,24991,10426,14565
栃木県,75～79歳,昭和,30,1955,15866,5826,10040
栃木県,80～84歳,昭和,30,1955,6349,2139,4210
栃木県,85歳以上,昭和,30,1955,2081,544,1537
栃木県,総数,昭和,35,1960,1513624,729692,783932
栃木県,0～4歳,昭和,35,1960,136335,69630,66705
栃木県,5～9歳,昭和,35,1960,173138,88099,85039
栃木県,10～14歳,昭和,35,1960,200624,102290,98334
栃木県,15～19歳,昭和,35,1960,129262,60686,68576
栃木県,20～24歳,昭和,35,1960,108507,48557,59950
栃木県,25～29歳,昭和,35,1960,115543,56545,58998
栃木県,30～34歳,昭和,35,1960,116740,57550,59190
栃木県,35～39歳,昭和,35,1960,97980,44102,53878
栃木県,40～44歳,昭和,35,1960,82024,36777,45247
栃木県,45～49歳,昭和,35,1960,78803,36904,41899
栃木県,50～54歳,昭和,35,1960,68214,33972,34242
栃木県,55～59歳,昭和,35,1960,61880,30632,31248
栃木県,60～64歳,昭和,35,1960,50254,24362,25892
栃木県,65～69歳,昭和,35,1960,38315,17763,20552
栃木県,70～74歳,昭和,35,1960,28113,12089,16024
栃木県,75～79歳,昭和,35,1960,16562,6223,10339
栃木県,80～84歳,昭和,35,1960,8418,2716,5702
栃木県,85歳以上,昭和,35,1960,2912,795,2117
栃木県,総数,昭和,40,1965,1521656,735781,785875
栃木県,0～4歳,昭和,40,1965,120912,61662,59250
栃木県,5～9歳,昭和,40,1965,136698,69745,66953
栃木県,10～14歳,昭和,40,1965,171837,87150,84687
栃木県,15～19歳,昭和,40,1965,164682,80523,84159
栃木県,20～24歳,昭和,40,1965,110727,50651,60076
栃木県,25～29歳,昭和,40,1965,106344,52109,54235
栃木県,30～34歳,昭和,40,1965,115322,57487,57835
栃木県,35～39歳,昭和,40,1965,116991,57949,59042
栃木県,40～44歳,昭和,40,1965,96785,43645,53140
栃木県,45～49歳,昭和,40,1965,80017,35893,44124
栃木県,50～54歳,昭和,40,1965,75471,35319,40152
栃木県,55～59歳,昭和,40,1965,64492,31843,32649
栃木県,60～64歳,昭和,40,1965,55943,27130,28813
栃木県,65～69歳,昭和,40,1965,43338,20197,23141
栃木県,70～74歳,昭和,40,1965,30180,13194,16986
栃木県,75～79歳,昭和,40,1965,18957,7404,11553
栃木県,80～84歳,昭和,40,1965,8796,2813,5983
栃木県,85歳以上,昭和,40,1965,4164,1067,3097
栃木県,総数,昭和,45,1970,1580021,769524,810497
栃木県,0～4歳,昭和,45,1970,126222,64592,61630
栃木県,5～9歳,昭和,45,1970,124754,63723,61031
栃木県,10～14歳,昭和,45,1970,138040,70454,67586
栃木県,15～19歳,昭和,45,1970,152387,75278,77109
栃木県,20～24歳,昭和,45,1970,146868,70156,76712
栃木県,25～29歳,昭和,45,1970,118468,59157,59311
栃木県,30～34歳,昭和,45,1970,112185,56480,55705
栃木県,35～39歳,昭和,45,1970,117792,59204,58588
栃木県,40～44歳,昭和,45,1970,115981,57695,58286
栃木県,45～49歳,昭和,45,1970,95964,43257,52707
栃木県,50～54歳,昭和,45,1970,78225,35148,43077
栃木県,55～59歳,昭和,45,1970,71993,33487,38506
栃木県,60～64歳,昭和,45,1970,59721,28964,30757
栃木県,65～69歳,昭和,45,1970,49179,23033,26146
栃木県,70～74歳,昭和,45,1970,35353,15534,19819
栃木県,75～79歳,昭和,45,1970,21326,8467,12859
栃木県,80～84歳,昭和,45,1970,10976,3694,7282
栃木県,85歳以上,昭和,45,1970,4587,1201,3386
栃木県,総数,昭和,50,1975,1698003,834794,863209
栃木県,0～4歳,昭和,50,1975,153952,79004,74948
栃木県,5～9歳,昭和,50,1975,132879,67900,64979
栃木県,10～14歳,昭和,50,1975,127292,64972,62320
栃木県,15～19歳,昭和,50,1975,127491,64147,63344
栃木県,20～24歳,昭和,50,1975,136260,66432,69828
栃木県,25～29歳,昭和,50,1975,159283,81089,78194
栃木県,30～34歳,昭和,50,1975,128119,65748,62371
栃木県,35～39歳,昭和,50,1975,117177,59638,57539
栃木県,40～44歳,昭和,50,1975,119568,60337,59231
栃木県,45～49歳,昭和,50,1975,116160,57707,58453
栃木県,50～54歳,昭和,50,1975,94462,42341,52121
栃木県,55～59歳,昭和,50,1975,75925,33687,42238
栃木県,60～64歳,昭和,50,1975,68638,31371,37267
栃木県,65～69歳,昭和,50,1975,54331,25479,28852
栃木県,70～74歳,昭和,50,1975,41390,18221,23169
栃木県,75～79歳,昭和,50,1975,26034,10473,15561
栃木県,80～84歳,昭和,50,1975,12833,4459,8374
栃木県,85歳以上,昭和,50,1975,6063,1683,4380
栃木県,総数,昭和,55,1980,1792201,885573,906628
栃木県,0～4歳,昭和,55,1980,139275,71555,67720
栃木県,5～9歳,昭和,55,1980,158550,81598,76952
栃木県,10～14歳,昭和,55,1980,135407,69118,66289
栃木県,15～19歳,昭和,55,1980,119231,60174,59057
栃木県,20～24歳,昭和,55,1980,112274,55160,57114
栃木県,25～29歳,昭和,55,1980,146398,73919,72479
栃木県,30～34歳,昭和,55,1980,164731,85226,79505
栃木県,35～39歳,昭和,55,1980,131715,67940,63775
栃木県,40～44歳,昭和,55,1980,118449,60477,57972
栃木県,45～49歳,昭和,55,1980,118838,59792,59046
栃木県,50～54歳,昭和,55,1980,114422,56458,57964
栃木県,55～59歳,昭和,55,1980,92243,40938,51305
栃木県,60～64歳,昭和,55,1980,72808,31776,41032
栃木県,65～69歳,昭和,55,1980,63577,28276,35301
栃木県,70～74歳,昭和,55,1980,47135,21303,25832
栃木県,75～79歳,昭和,55,1980,32106,13154,18952
栃木県,80～84歳,昭和,55,1980,16698,6109,10589
栃木県,85歳以上,昭和,55,1980,7922,2309,5613
栃木県,総数,昭和,60,1985,1866066,924221,941845
栃木県,0～4歳,昭和,60,1985,123760,63604,60156
栃木県,5～9歳,昭和,60,1985,141810,72825,68985
栃木県,10～14歳,昭和,60,1985,160237,82395,77842
栃木県,15～19歳,昭和,60,1985,128761,65395,63366
栃木県,20～24歳,昭和,60,1985,107274,53368,53906
栃木県,25～29歳,昭和,60,1985,122668,62379,60289
栃木県,30～34歳,昭和,60,1985,150014,76501,73513
栃木県,35～39歳,昭和,60,1985,167240,86483,80757
栃木県,40～44歳,昭和,60,1985,132400,68406,63994
栃木県,45～49歳,昭和,60,1985,117481,59862,57619
栃木県,50～54歳,昭和,60,1985,116837,58353,58484
栃木県,55～59歳,昭和,60,1985,111930,54605,57325
栃木県,60～64歳,昭和,60,1985,89256,38913,50343
栃木県,65～69歳,昭和,60,1985,68520,29126,39394
栃木県,70～74歳,昭和,60,1985,56771,24286,32485
栃木県,75～79歳,昭和,60,1985,38046,16152,21894
栃木県,80～84歳,昭和,60,1985,21769,8080,13689
栃木県,85歳以上,昭和,60,1985,11222,3449,7773
栃木県,総数,平成,2,1990,1935168,962571,972597
栃木県,0～4歳,平成,2,1990,109045,55891,53154
栃木県,5～9歳,平成,2,1990,127108,65255,61853
栃木県,10～14歳,平成,2,1990,143934,73841,70093
栃木県,15～19歳,平成,2,1990,152941,78479,74462
栃木県,20～24歳,平成,2,1990,118095,59771,58324
栃木県,25～29歳,平成,2,1990,119003,61423,57580
栃木県,30～34歳,平成,2,1990,128020,65726,62294
栃木県,35～39歳,平成,2,1990,154235,79117,75118
栃木県,40～44歳,平成,2,1990,170010,88385,81625
栃木県,45～49歳,平成,2,1990,132868,69003,63865
栃木県,50～54歳,平成,2,1990,116695,59317,57378
栃木県,55～59歳,平成,2,1990,114688,56628,58060
栃木県,60～64歳,平成,2,1990,108673,52198,56475
栃木県,65～69歳,平成,2,1990,84756,36158,48598
栃木県,70～74歳,平成,2,1990,62425,25538,36887
栃木県,75～79歳,平成,2,1990,47696,19205,28491
栃木県,80～84歳,平成,2,1990,27351,10579,16772
栃木県,85歳以上,平成,2,1990,16277,5074,11203
栃木県,総数,平成,7,1995,1984390,987426,996964
栃木県,0～4歳,平成,7,1995,97417,49821,47596
栃木県,5～9歳,平成,7,1995,112589,57657,54932
栃木県,10～14歳,平成,7,1995,129247,66258,62989
栃木県,15～19歳,平成,7,1995,137387,70499,66888
栃木県,20～24歳,平成,7,1995,141703,73114,68589
栃木県,25～29歳,平成,7,1995,128910,66525,62385
栃木県,30～34歳,平成,7,1995,123904,63912,59992
栃木県,35～39歳,平成,7,1995,132044,67786,64258
栃木県,40～44歳,平成,7,1995,156849,80681,76168
栃木県,45～49歳,平成,7,1995,170435,88655,81780
栃木県,50～54歳,平成,7,1995,132431,68414,64017
栃木県,55～59歳,平成,7,1995,115341,58027,57314
栃木県,60～64歳,平成,7,1995,111631,54228,57403
栃木県,65～69歳,平成,7,1995,103122,48224,54898
栃木県,70～74歳,平成,7,1995,77899,31970,45929
栃木県,75～79歳,平成,7,1995,53504,20550,32954
栃木県,80～84歳,平成,7,1995,35746,12931,22815
栃木県,85歳以上,平成,7,1995,22676,7146,15530
栃木県,総数,平成,12,2000,2004817,995859,1008958
栃木県,0～4歳,平成,12,2000,94573,48516,46057
栃木県,5～9歳,平成,12,2000,99135,50668,48467
栃木県,10～14歳,平成,12,2000,113197,57949,55248
栃木県,15～19歳,平成,12,2000,122021,62556,59465
栃木県,20～24歳,平成,12,2000,123115,63057,60058
栃木県,25～29歳,平成,12,2000,149181,77962,71219
栃木県,30～34歳,平成,12,2000,132236,68193,64043
栃木県,35～39歳,平成,12,2000,125902,64735,61167
栃木県,40～44歳,平成,12,2000,132767,68184,64583
栃木県,45～49歳,平成,12,2000,155971,80132,75839
栃木県,50～54歳,平成,12,2000,168277,87017,81260
栃木県,55～59歳,平成,12,2000,130261,66555,63706
栃木県,60～64歳,平成,12,2000,112580,55689,56891
栃木県,65～69歳,平成,12,2000,106272,50383,55889
栃木県,70～74歳,平成,12,2000,95062,42746,52316
栃木県,75～79歳,平成,12,2000,68376,26338,42038
栃木県,80～84歳,平成,12,2000,41892,14544,27348
栃木県,85歳以上,平成,12,2000,32904,9895,23009
栃木県,総数,平成,17,2005,2016631,1002114,1014517
栃木県,0～4歳,平成,17,2005,91236,46627,44609
栃木県,5～9歳,平成,17,2005,95178,48885,46293
栃木県,10～14歳,平成,17,2005,98831,50626,48205
栃木県,15～19歳,平成,17,2005,107096,54900,52196
栃木県,20～24歳,平成,17,2005,109264,56469,52795
栃木県,25～29歳,平成,17,2005,130702,68556,62146
栃木県,30～34歳,平成,17,2005,152016,79591,72425
栃木県,35～39歳,平成,17,2005,132471,68284,64187
栃木県,40～44歳,平成,17,2005,125804,64714,61090
栃木県,45～49歳,平成,17,2005,132135,67725,64410
栃木県,50～54歳,平成,17,2005,153999,78836,75163
栃木県,55～59歳,平成,17,2005,165715,85089,80626
栃木県,60～64歳,平成,17,2005,127311,64058,63253
栃木県,65～69歳,平成,17,2005,108253,52607,55646
栃木県,70～74歳,平成,17,2005,98836,45281,53555
栃木県,75～79歳,平成,17,2005,84266,35795,48471
栃木県,80～84歳,平成,17,2005,55716,19457,36259
栃木県,85歳以上,平成,17,2005,43825,12211,31614
栃木県,総数,平成,22,2010,2007683,996855,1010828
栃木県,0～4歳,平成,22,2010,84400,43391,41009
栃木県,5～9歳,平成,22,2010,91102,46602,44500
栃木県,10～14歳,平成,22,2010,94321,48448,45873
栃木県,15～19歳,平成,22,2010,93535,47850,45685
栃木県,20～24歳,平成,22,2010,93793,48256,45537
栃木県,25～29歳,平成,22,2010,113148,59646,53502
栃木県,30～34歳,平成,22,2010,131663,68740,62923
栃木県,35～39歳,平成,22,2010,151364,79111,72253
栃木県,40～44歳,平成,22,2010,131539,67873,63666
栃木県,45～49歳,平成,22,2010,124093,63749,60344
栃木県,50～54歳,平成,22,2010,129620,66091,63529
栃木県,55～59歳,平成,22,2010,151234,76792,74442
栃木県,60～64歳,平成,22,2010,161285,81702,79583
栃木県,65～69歳,平成,22,2010,122010,60316,61694
栃木県,70～74歳,平成,22,2010,100623,47572,53051
栃木県,75～79歳,平成,22,2010,87713,37959,49754
栃木県,80～84歳,平成,22,2010,68649,26453,42196
栃木県,85歳以上,平成,22,2010,59201,16345,42856
栃木県,総数,平成,27,2015,1974255,981626,992629
栃木県,0～4歳,平成,27,2015,77033,39489,37544
栃木県,5～9歳,平成,27,2015,84561,43432,41129
栃木県,10～14歳,平成,27,2015,91242,46567,44675
栃木県,15～19歳,平成,27,2015,90747,46527,44220
栃木県,20～24歳,平成,27,2015,84564,43797,40767
栃木県,25～29歳,平成,27,2015,100530,53363,47167
栃木県,30～34歳,平成,27,2015,116500,61470,55030
栃木県,35～39歳,平成,27,2015,132819,69406,63413
栃木県,40～44歳,平成,27,2015,151156,79021,72135
栃木県,45～49歳,平成,27,2015,130665,67377,63288
栃木県,50～54歳,平成,27,2015,121835,62345,59490
栃木県,55～59歳,平成,27,2015,127246,64463,62783
栃木県,60～64歳,平成,27,2015,147554,74037,73517
栃木県,65～69歳,平成,27,2015,155130,77392,77738
栃木県,70～74歳,平成,27,2015,114300,55103,59197
栃木県,75～79歳,平成,27,2015,90622,41010,49612
栃木県,80～84歳,平成,27,2015,72614,28969,43645
栃木県,85歳以上,平成,27,2015,75726,22433,53293
群馬県,総数,大正,9,1920,1052610,514106,538504
群馬県,0～4歳,大正,9,1920,150451,75399,75052
群馬県,5～9歳,大正,9,1920,133004,66794,66210
群馬県,10～14歳,大正,9,1920,117168,57110,60058
群馬県,15～19歳,大正,9,1920,107349,50669,56680
群馬県,20～24歳,大正,9,1920,82273,37599,44674
群馬県,25～29歳,大正,9,1920,70795,34795,36000
群馬県,30～34歳,大正,9,1920,66888,32918,33970
群馬県,35～39歳,大正,9,1920,64339,31380,32959
群馬県,40～44歳,大正,9,1920,63896,31558,32338
群馬県,45～49歳,大正,9,1920,48964,24499,24465
群馬県,50～54歳,大正,9,1920,38834,19389,19445
群馬県,55～59歳,大正,9,1920,32699,16314,16385
群馬県,60～64歳,大正,9,1920,28026,13741,14285
群馬県,65～69歳,大正,9,1920,22772,10873,11899
群馬県,70～74歳,大正,9,1920,14514,6711,7803
群馬県,75～79歳,大正,9,1920,7069,2985,4084
群馬県,80歳以上,大正,9,1920,3569,1372,2197
群馬県,総数,大正,14,1925,1118858,548633,570225
群馬県,0～4歳,大正,14,1925,161423,81252,80171
群馬県,5～9歳,大正,14,1925,136746,68527,68219
群馬県,10～14歳,大正,14,1925,131346,64187,67159
群馬県,15～19歳,大正,14,1925,108524,50506,58018
群馬県,20～24歳,大正,14,1925,92088,43279,48809
群馬県,25～29歳,大正,14,1925,79066,39536,39530
群馬県,30～34歳,大正,14,1925,67138,33787,33351
群馬県,35～39歳,大正,14,1925,64067,32270,31797
群馬県,40～44歳,大正,14,1925,61189,30255,30934
群馬県,45～49歳,大正,14,1925,60494,29897,30597
群馬県,50～54歳,大正,14,1925,45311,22586,22725
群馬県,55～59歳,大正,14,1925,34494,16910,17584
群馬県,60～64歳,大正,14,1925,27498,13322,14176
群馬県,65～69歳,大正,14,1925,21841,10344,11497
群馬県,70～74歳,大正,14,1925,15565,7040,8525
群馬県,75～79歳,大正,14,1925,8133,3494,4639
群馬県,80～84歳,大正,14,1925,3014,1113,1901
群馬県,85歳以上,大正,14,1925,921,328,593
群馬県,総数,昭和,5,1930,1186080,581007,605073
群馬県,0～4歳,昭和,5,1930,174421,87700,86721
群馬県,5～9歳,昭和,5,1930,148226,74428,73798
群馬県,10～14歳,昭和,5,1930,132990,65095,67895
群馬県,15～19歳,昭和,5,1930,120055,55612,64443
群馬県,20～24歳,昭和,5,1930,93305,43589,49716
群馬県,25～29歳,昭和,5,1930,85760,42821,42939
群馬県,30～34歳,昭和,5,1930,74284,37565,36719
群馬県,35～39歳,昭和,5,1930,63761,32269,31492
群馬県,40～44歳,昭和,5,1930,60504,30461,30043
群馬県,45～49歳,昭和,5,1930,57250,28133,29117
群馬県,50～54歳,昭和,5,1930,55429,27140,28289
群馬県,55～59歳,昭和,5,1930,40172,19752,20420
群馬県,60～64歳,昭和,5,1930,29273,13889,15384
群馬県,65～69歳,昭和,5,1930,21667,10138,11529
群馬県,70～74歳,昭和,5,1930,15120,6796,8324
群馬県,75～79歳,昭和,5,1930,9079,3823,5256
群馬県,80歳以上,昭和,5,1930,4784,1796,2988
群馬県,総数,昭和,10,1935,1242453,606779,635674
群馬県,0～4歳,昭和,10,1935,176216,88955,87261
群馬県,5～9歳,昭和,10,1935,162458,81472,80986
群馬県,10～14歳,昭和,10,1935,144355,70687,73668
群馬県,15～19歳,昭和,10,1935,116823,53348,63475
群馬県,20～24歳,昭和,10,1935,98816,45046,53770
群馬県,25～29歳,昭和,10,1935,85112,41941,43171
群馬県,30～34歳,昭和,10,1935,81148,40837,40311
群馬県,35～39歳,昭和,10,1935,70816,35988,34828
群馬県,40～44歳,昭和,10,1935,60172,30589,29583
群馬県,45～49歳,昭和,10,1935,56912,28695,28217
群馬県,50～54歳,昭和,10,1935,52788,25836,26952
群馬県,55～59歳,昭和,10,1935,49738,23969,25769
群馬県,60～64歳,昭和,10,1935,34228,16326,17902
群馬県,65～69歳,昭和,10,1935,23140,10504,12636
群馬県,70～74歳,昭和,10,1935,15495,6886,8609
群馬県,75～79歳,昭和,10,1935,8747,3624,5123
群馬県,80歳以上,昭和,10,1935,5489,2076,3413
群馬県,総数,昭和,15,1940,1298853,637592,661261
群馬県,0～4歳,昭和,15,1940,171994,86934,85060
群馬県,5～9歳,昭和,15,1940,165617,83325,82292
群馬県,10～14歳,昭和,15,1940,158647,78460,80187
群馬県,15～19歳,昭和,15,1940,125614,57910,67704
群馬県,20～24歳,昭和,15,1940,103582,50243,53339
群馬県,25～29歳,昭和,15,1940,90510,44191,46319
群馬県,30～34歳,昭和,15,1940,80919,40398,40521
群馬県,35～39歳,昭和,15,1940,77915,39208,38707
群馬県,40～44歳,昭和,15,1940,67331,34337,32994
群馬県,45～49歳,昭和,15,1940,56620,28650,27970
群馬県,50～54歳,昭和,15,1940,52865,26443,26422
群馬県,55～59歳,昭和,15,1940,47480,22820,24660
群馬県,60～64歳,昭和,15,1940,42569,19932,22637
群馬県,65～69歳,昭和,15,1940,26988,12364,14624
群馬県,70～74歳,昭和,15,1940,16043,6860,9183
群馬県,75～79歳,昭和,15,1940,8955,3616,5339
群馬県,80～84歳,昭和,15,1940,3734,1391,2343
群馬県,85歳以上,昭和,15,1940,1467,508,959
群馬県,総数,昭和,20,1945,1546081,723804,822277
群馬県,1～5歳,昭和,20,1945,210223,106347,103876
群馬県,6～10歳,昭和,20,1945,195787,98907,96880
群馬県,11～15歳,昭和,20,1945,188215,94401,93814
群馬県,16～20歳,昭和,20,1945,165863,80370,85493
群馬県,21～25歳,昭和,20,1945,117207,43815,73392
群馬県,26～30歳,昭和,20,1945,94152,33076,61076
群馬県,31～35歳,昭和,20,1945,95292,38581,56711
群馬県,36～40歳,昭和,20,1945,90032,42014,48018
群馬県,41～45歳,昭和,20,1945,86491,42739,43752
群馬県,46～50歳,昭和,20,1945,72952,36728,36224
群馬県,51～55歳,昭和,20,1945,59303,29707,29596
群馬県,56～60歳,昭和,20,1945,53597,26170,27427
群馬県,61～65歳,昭和,20,1945,44316,20473,23843
群馬県,66～70歳,昭和,20,1945,36653,16097,20556
群馬県,71～75歳,昭和,20,1945,21116,8883,12233
群馬県,76～80歳,昭和,20,1945,9678,3681,5997
群馬県,81～85歳,昭和,20,1945,3982,1430,2552
群馬県,86歳以上,昭和,20,1945,1222,385,837
群馬県,総数,昭和,25,1950,1601380,778910,822470
群馬県,0～4歳,昭和,25,1950,217621,110937,106684
群馬県,5～9歳,昭和,25,1950,192138,97350,94788
群馬県,10～14歳,昭和,25,1950,179825,90844,88981
群馬県,15～19歳,昭和,25,1950,166552,82100,84452
群馬県,20～24歳,昭和,25,1950,143814,68680,75134
群馬県,25～29歳,昭和,25,1950,112162,50014,62148
群馬県,30～34歳,昭和,25,1950,95886,42859,53027
群馬県,35～39歳,昭和,25,1950,93125,43239,49886
群馬県,40～44歳,昭和,25,1950,83408,41084,42324
群馬県,45～49歳,昭和,25,1950,77753,38980,38773
群馬県,50～54歳,昭和,25,1950,64346,32552,31794
群馬県,55～59歳,昭和,25,1950,52094,25891,26203
群馬県,60～64歳,昭和,25,1950,44970,21598,23372
群馬県,65～69歳,昭和,25,1950,34578,15474,19104
群馬県,70～74歳,昭和,25,1950,25195,10557,14638
群馬県,75～79歳,昭和,25,1950,12166,4744,7422
群馬県,80歳以上,昭和,25,1950,5589,1923,3666
群馬県,総数,昭和,30,1955,1613549,781607,831942
群馬県,0～4歳,昭和,30,1955,169183,86250,82933
群馬県,5～9歳,昭和,30,1955,206402,105089,101313
群馬県,10～14歳,昭和,30,1955,185303,93880,91423
群馬県,15～19歳,昭和,30,1955,155280,74296,80984
群馬県,20～24歳,昭和,30,1955,139732,64995,74737
群馬県,25～29歳,昭和,30,1955,129583,63564,66019
群馬県,30～34歳,昭和,30,1955,105223,47292,57931
群馬県,35～39歳,昭和,30,1955,90312,40456,49856
群馬県,40～44歳,昭和,30,1955,87988,40842,47146
