都道府県名,年齢5歳階級,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
北海道,総数,大正,9,1920,2359183,1244322,1114861
北海道,0～4歳,大正,9,1920,376676,190044,186632
北海道,5～9歳,大正,9,1920,319370,161814,157556
北海道,10～14歳,大正,9,1920,270012,138018,131994
北海道,15～19歳,大正,9,1920,239092,125670,113422
北海道,20～24歳,大正,9,1920,208337,109351,98986
北海道,25～29歳,大正,9,1920,175257,96638,78619
北海道,30～34歳,大正,9,1920,157450,86287,71163
北海道,35～39歳,大正,9,1920,143281,78926,64355
北海道,40～44歳,大正,9,1920,127242,70818,56424
北海道,45～49歳,大正,9,1920,97859,55004,42855
北海道,50～54歳,大正,9,1920,76617,43412,33205
北海道,55～59歳,大正,9,1920,53524,29659,23865
北海道,60～64歳,大正,9,1920,44115,23975,20140
北海道,65～69歳,大正,9,1920,33402,17456,15946
北海道,70～74歳,大正,9,1920,21433,10466,10967
北海道,75～79歳,大正,9,1920,10484,4766,5718
北海道,80歳以上,大正,9,1920,5032,2018,3014
北海道,総数,大正,14,1925,2498679,1305473,1193206
北海道,0～4歳,大正,14,1925,405607,204576,201031
北海道,5～9歳,大正,14,1925,336438,170315,166123
北海道,10～14歳,大正,14,1925,300821,153388,147433
北海道,15～19歳,大正,14,1925,252275,131986,120289
北海道,20～24歳,大正,14,1925,215391,112790,102601
北海道,25～29歳,大正,14,1925,186159,99237,86922
北海道,30～34歳,大正,14,1925,152114,83238,68876
北海道,35～39歳,大正,14,1925,139774,76040,63734
北海道,40～44歳,大正,14,1925,126620,68948,57672
北海道,45～49歳,大正,14,1925,112769,61572,51197
北海道,50～54歳,大正,14,1925,85288,46801,38487
北海道,55～59歳,大正,14,1925,64998,35637,29361
北海道,60～64歳,大正,14,1925,43812,23516,20296
北海道,65～69歳,大正,14,1925,33679,17441,16238
北海道,70～74歳,大正,14,1925,23395,11550,11845
北海道,75～79歳,大正,14,1925,12971,5829,7142
北海道,80～84歳,大正,14,1925,5054,2084,2970
北海道,85歳以上,大正,14,1925,1514,525,989
北海道,総数,昭和,5,1930,2812335,1468540,1343795
北海道,0～4歳,昭和,5,1930,445457,224549,220908
北海道,5～9歳,昭和,5,1930,383080,193478,189602
北海道,10～14歳,昭和,5,1930,329334,167701,161633
北海道,15～19歳,昭和,5,1930,296826,154310,142516
北海道,20～24歳,昭和,5,1930,248258,132268,115990
北海道,25～29歳,昭和,5,1930,214713,116156,98557
北海道,30～34歳,昭和,5,1930,180075,97392,82683
北海道,35～39歳,昭和,5,1930,148585,81969,66616
北海道,40～44歳,昭和,5,1930,132094,71915,60179
北海道,45～49歳,昭和,5,1930,117921,63638,54283
北海道,50～54歳,昭和,5,1930,102601,55382,47219
北海道,55～59歳,昭和,5,1930,76118,40916,35202
北海道,60～64歳,昭和,5,1930,55651,29551,26100
北海道,65～69歳,昭和,5,1930,35062,18006,17056
北海道,70～74歳,昭和,5,1930,23986,11630,12356
北海道,75～79歳,昭和,5,1930,14204,6488,7716
北海道,80歳以上,昭和,5,1930,8370,3191,5179
北海道,総数,昭和,10,1935,3068282,1593845,1474437
北海道,0～4歳,昭和,10,1935,462550,234131,228419
北海道,5～9歳,昭和,10,1935,417967,210495,207472
北海道,10～14歳,昭和,10,1935,372110,188761,183349
北海道,15～19歳,昭和,10,1935,317212,164046,153166
北海道,20～24歳,昭和,10,1935,278229,145037,133192
北海道,25～29歳,昭和,10,1935,234977,126338,108639
北海道,30～34歳,昭和,10,1935,201819,108882,92937
北海道,35～39歳,昭和,10,1935,169407,91739,77668
北海道,40～44歳,昭和,10,1935,136412,75205,61207
北海道,45～49歳,昭和,10,1935,121204,65577,55627
北海道,50～54歳,昭和,10,1935,106400,56631,49769
北海道,55～59歳,昭和,10,1935,90828,47891,42937
北海道,60～64歳,昭和,10,1935,65172,34025,31147
北海道,65～69歳,昭和,10,1935,44236,22517,21719
北海道,70～74歳,昭和,10,1935,25466,12321,13145
北海道,75～79歳,昭和,10,1935,14770,6541,8229
北海道,80歳以上,昭和,10,1935,9523,3708,5815
北海道,総数,昭和,15,1940,3272012,1695083,1576929
北海道,0～4歳,昭和,15,1940,456318,230441,225877
北海道,5～9歳,昭和,15,1940,430141,217615,212526
北海道,10～14歳,昭和,15,1940,401194,202527,198667
北海道,15～19歳,昭和,15,1940,354389,182608,171781
北海道,20～24歳,昭和,15,1940,291584,150654,140930
北海道,25～29歳,昭和,15,1940,259621,138081,121540
北海道,30～34歳,昭和,15,1940,220332,119732,100600
北海道,35～39歳,昭和,15,1940,190365,103303,87062
北海道,40～44歳,昭和,15,1940,156820,84964,71856
北海道,45～49歳,昭和,15,1940,124292,68003,56289
北海道,50～54歳,昭和,15,1940,109273,58414,50859
北海道,55～59歳,昭和,15,1940,93436,48745,44691
北海道,60～64歳,昭和,15,1940,77004,39157,37847
北海道,65～69歳,昭和,15,1940,51494,25585,25909
北海道,70～74歳,昭和,15,1940,31322,14943,16379
北海道,75～79歳,昭和,15,1940,15130,6743,8387
北海道,80～84歳,昭和,15,1940,6454,2592,3862
北海道,85歳以上,昭和,15,1940,2829,972,1857
北海道,総数,昭和,20,1945,3518389,1738623,1779766
北海道,1～5歳,昭和,20,1945,497219,252253,244966
北海道,6～10歳,昭和,20,1945,447774,226133,221641
北海道,11～15歳,昭和,20,1945,436104,220621,215483
北海道,16～20歳,昭和,20,1945,398031,200381,197650
北海道,21～25歳,昭和,20,1945,296266,125878,170388
北海道,26～30歳,昭和,20,1945,251138,113300,137838
北海道,31～35歳,昭和,20,1945,226494,106578,119916
北海道,36～40歳,昭和,20,1945,205518,104367,101151
北海道,41～45歳,昭和,20,1945,180418,94652,85766
北海道,46～50歳,昭和,20,1945,149246,78458,70788
北海道,51～55歳,昭和,20,1945,116448,62134,54314
北海道,56～60歳,昭和,20,1945,100043,51867,48176
北海道,61～65歳,昭和,20,1945,81130,40623,40507
北海道,66～70歳,昭和,20,1945,62712,30303,32409
北海道,71～75歳,昭和,20,1945,39498,18367,21131
北海道,76～80歳,昭和,20,1945,19655,8543,11112
北海道,81～85歳,昭和,20,1945,7832,3182,4650
北海道,86歳以上,昭和,20,1945,2863,983,1880
北海道,総数,昭和,25,1950,4295567,2169393,2126174
北海道,0～4歳,昭和,25,1950,663628,338126,325502
北海道,5～9歳,昭和,25,1950,524173,266014,258159
北海道,10～14歳,昭和,25,1950,472030,238681,233349
北海道,15～19歳,昭和,25,1950,455200,230778,224422
北海道,20～24歳,昭和,25,1950,414482,212766,201716
北海道,25～29歳,昭和,25,1950,334066,160615,173451
北海道,30～34歳,昭和,25,1950,276842,133284,143558
北海道,35～39歳,昭和,25,1950,249904,125239,124665
北海道,40～44歳,昭和,25,1950,212512,110617,101895
北海道,45～49歳,昭和,25,1950,182023,96002,86021
北海道,50～54歳,昭和,25,1950,145259,76510,68749
北海道,55～59歳,昭和,25,1950,112609,59652,52957
北海道,60～64歳,昭和,25,1950,92453,47034,45419
北海道,65～69歳,昭和,25,1950,70010,34088,35922
北海道,70～74歳,昭和,25,1950,49493,22882,26611
北海道,75～79歳,昭和,25,1950,26482,11612,14870
北海道,80歳以上,昭和,25,1950,14319,5451,8868
北海道,総数,昭和,30,1955,4773087,2428833,2344254
北海道,0～4歳,昭和,30,1955,578015,295270,282745
北海道,5～9歳,昭和,30,1955,652105,332268,319837
北海道,10～14歳,昭和,30,1955,520095,263869,256226
北海道,15～19歳,昭和,30,1955,478640,243826,234814
北海道,20～24歳,昭和,30,1955,477693,253023,224670
北海道,25～29歳,昭和,30,1955,417087,217471,199616
北海道,30～34歳,昭和,30,1955,331041,160057,170984
北海道,35～39歳,昭和,30,1955,272037,131605,140432
北海道,40～44歳,昭和,30,1955,244333,123275,121058
北海道,45～49歳,昭和,30,1955,205570,107313,98257
北海道,50～54歳,昭和,30,1955,172800,91056,81744
北海道,55～59歳,昭和,30,1955,136432,71134,65298
北海道,60～64歳,昭和,30,1955,100924,52573,48351
北海道,65～69歳,昭和,30,1955,77641,38436,39205
北海道,70～74歳,昭和,30,1955,54469,25351,29118
北海道,75～79歳,昭和,30,1955,33965,14605,19360
北海道,80～84歳,昭和,30,1955,14856,5922,8934
北海道,85歳以上,昭和,30,1955,5334,1755,3579
北海道,総数,昭和,35,1960,5039206,2544753,2494453
北海道,0～4歳,昭和,35,1960,455213,233417,221796
北海道,5～9歳,昭和,35,1960,576230,294325,281905
北海道,10～14歳,昭和,35,1960,650036,330838,319198
北海道,15～19歳,昭和,35,1960,508799,254493,254306
北海道,20～24歳,昭和,35,1960,466201,234547,231654
北海道,25～29歳,昭和,35,1960,456601,236265,220336
北海道,30～34歳,昭和,35,1960,406635,210205,196430
北海道,35～39歳,昭和,35,1960,325295,156892,168403
北海道,40～44歳,昭和,35,1960,265390,128209,137181
北海道,45～49歳,昭和,35,1960,235937,118591,117346
北海道,50～54歳,昭和,35,1960,195596,101257,94339
北海道,55～59歳,昭和,35,1960,161977,84189,77788
北海道,60～64歳,昭和,35,1960,123233,62669,60564
北海道,65～69歳,昭和,35,1960,86454,43470,42984
北海道,70～74歳,昭和,35,1960,61616,29143,32473
北海道,75～79歳,昭和,35,1960,37235,16144,21091
北海道,80～84歳,昭和,35,1960,19025,7503,11522
北海道,85歳以上,昭和,35,1960,7733,2596,5137
北海道,総数,昭和,40,1965,5171800,2583159,2588641
北海道,0～4歳,昭和,40,1965,451390,230709,220681
北海道,5～9歳,昭和,40,1965,446543,228280,218263
北海道,10～14歳,昭和,40,1965,564190,287232,276958
北海道,15～19歳,昭和,40,1965,599110,298657,300453
北海道,20～24歳,昭和,40,1965,451306,213227,238079
北海道,25～29歳,昭和,40,1965,443552,218388,225164
北海道,30～34歳,昭和,40,1965,444456,229144,215312
北海道,35～39歳,昭和,40,1965,395352,204354,190998
北海道,40～44歳,昭和,40,1965,314889,151735,163154
北海道,45～49歳,昭和,40,1965,255874,123275,132599
北海道,50～54歳,昭和,40,1965,224639,112246,112393
北海道,55～59歳,昭和,40,1965,184087,94706,89381
北海道,60～64歳,昭和,40,1965,147094,74977,72117
北海道,65～69歳,昭和,40,1965,106628,52674,53954
北海道,70～74歳,昭和,40,1965,69414,33226,36188
北海道,75～79歳,昭和,40,1965,42670,18875,23795
北海道,80～84歳,昭和,40,1965,20537,8142,12395
北海道,85歳以上,昭和,40,1965,10069,3312,6757
北海道,総数,昭和,45,1970,5184287,2552806,2631481
北海道,0～4歳,昭和,45,1970,438566,224166,214400
北海道,5～9歳,昭和,45,1970,436424,222706,213718
北海道,10～14歳,昭和,45,1970,434497,221689,212808
北海道,15～19歳,昭和,45,1970,499412,250272,249140
北海道,20～24歳,昭和,45,1970,514232,238736,275496
北海道,25～29歳,昭和,45,1970,432539,204712,227827
北海道,30～34歳,昭和,45,1970,422693,206700,215993
北海道,35～39歳,昭和,45,1970,420657,214338,206319
北海道,40～44歳,昭和,45,1970,373007,190592,182415
北海道,45～49歳,昭和,45,1970,299056,141796,157260
北海道,50～54歳,昭和,45,1970,241113,114136,126977
北海道,55～59歳,昭和,45,1970,206681,101054,105627
北海道,60～64歳,昭和,45,1970,166341,83161,83180
北海道,65～69歳,昭和,45,1970,127461,62533,64928
北海道,70～74歳,昭和,45,1970,86387,40657,45730
北海道,75～79歳,昭和,45,1970,49117,21861,27256
北海道,80～84歳,昭和,45,1970,24514,9733,14781
北海道,85歳以上,昭和,45,1970,11590,3964,7626
北海道,総数,昭和,50,1975,5338206,2621285,2716921
北海道,0～4歳,昭和,50,1975,462080,236947,225133
北海道,5～9歳,昭和,50,1975,427004,218215,208789
北海道,10～14歳,昭和,50,1975,423527,216154,207373
北海道,15～19歳,昭和,50,1975,397272,201906,195366
北海道,20～24歳,昭和,50,1975,443148,209711,233437
北海道,25～29歳,昭和,50,1975,515030,246916,268114
北海道,30～34歳,昭和,50,1975,426829,205196,221633
北海道,35～39歳,昭和,50,1975,408639,200120,208519
北海道,40～44歳,昭和,50,1975,404726,205156,199570
北海道,45～49歳,昭和,50,1975,358581,181654,176927
北海道,50～54歳,昭和,50,1975,283864,132779,151085
北海道,55～59歳,昭和,50,1975,226937,105630,121307
北海道,60～64歳,昭和,50,1975,192858,92143,100715
北海道,65～69歳,昭和,50,1975,149505,71924,77581
北海道,70～74歳,昭和,50,1975,107133,50085,57048
北海道,75～79歳,昭和,50,1975,65111,28726,36385
北海道,80～84歳,昭和,50,1975,30348,12470,17878
北海道,85歳以上,昭和,50,1975,14554,4914,9640
北海道,総数,昭和,55,1980,5575989,2737089,2838900
北海道,0～4歳,昭和,55,1980,407498,208437,199061
北海道,5～9歳,昭和,55,1980,465277,238711,226566
北海道,10～14歳,昭和,55,1980,425549,217367,208182
北海道,15～19歳,昭和,55,1980,410100,209528,200572
北海道,20～24歳,昭和,55,1980,376820,185415,191405
北海道,25～29歳,昭和,55,1980,460048,223093,236955
北海道,30～34歳,昭和,55,1980,520637,252957,267680
北海道,35～39歳,昭和,55,1980,424505,204233,220272
北海道,40～44歳,昭和,55,1980,401796,196248,205548
北海道,45～49歳,昭和,55,1980,395052,198635,196417
北海道,50～54歳,昭和,55,1980,347590,174360,173230
北海道,55～59歳,昭和,55,1980,273003,126069,146934
北海道,60～64歳,昭和,55,1980,214257,97925,116332
北海道,65～69歳,昭和,55,1980,176035,81875,94160
北海道,70～74歳,昭和,55,1980,129016,59491,69525
北海道,75～79歳,昭和,55,1980,83791,36898,46893
北海道,80～84歳,昭和,55,1980,42863,17393,25470
北海道,85歳以上,昭和,55,1980,20022,7046,12976
北海道,総数,昭和,60,1985,5679439,2766296,2913143
北海道,0～4歳,昭和,60,1985,352073,180019,172054
北海道,5～9歳,昭和,60,1985,405226,207356,197870
北海道,10～14歳,昭和,60,1985,460660,236038,224622
北海道,15～19歳,昭和,60,1985,412479,209552,202927
北海道,20～24歳,昭和,60,1985,376187,183074,193113
北海道,25～29歳,昭和,60,1985,372732,181763,190969
北海道,30～34歳,昭和,60,1985,455435,221540,233895
北海道,35～39歳,昭和,60,1985,511932,247804,264128
北海道,40～44歳,昭和,60,1985,414669,198446,216223
北海道,45～49歳,昭和,60,1985,390732,189084,201648
北海道,50～54歳,昭和,60,1985,382461,190166,192295
北海道,55～59歳,昭和,60,1985,334193,165329,168864
北海道,60～64歳,昭和,60,1985,259909,117754,142155
北海道,65～69歳,昭和,60,1985,198792,88156,110636
北海道,70～74歳,昭和,60,1985,156177,69628,86549
北海道,75～79歳,昭和,60,1985,105601,45579,60022
北海道,80～84歳,昭和,60,1985,58524,23514,35010
北海道,85歳以上,昭和,60,1985,30393,10718,19675
北海道,総数,平成,2,1990,5643647,2722988,2920659
北海道,0～4歳,平成,2,1990,291820,149665,142155
北海道,5～9歳,平成,2,1990,345826,176765,169061
北海道,10～14歳,平成,2,1990,396605,202723,193882
北海道,15～19歳,平成,2,1990,443367,226108,217259
北海道,20～24歳,平成,2,1990,364934,176755,188179
北海道,25～29歳,平成,2,1990,355206,169103,186103
北海道,30～34歳,平成,2,1990,361257,175788,185469
北海道,35～39歳,平成,2,1990,442849,214554,228295
北海道,40～44歳,平成,2,1990,495423,238040,257383
北海道,45～49歳,平成,2,1990,399372,189040,210332
北海道,50～54歳,平成,2,1990,375525,179254,196271
北海道,55～59歳,平成,2,1990,367435,179827,187608
北海道,60～64歳,平成,2,1990,319349,155306,164043
北海道,65～69歳,平成,2,1990,243496,107647,135849
北海道,70～74歳,平成,2,1990,178838,76346,102492
北海道,75～79歳,平成,2,1990,130516,54756,75760
北海道,80～84歳,平成,2,1990,76827,30103,46724
北海道,85歳以上,平成,2,1990,45204,15394,29810
北海道,総数,平成,7,1995,5692321,2736844,2955477
北海道,0～4歳,平成,7,1995,260027,132618,127409
北海道,5～9歳,平成,7,1995,294029,150901,143128
北海道,10～14歳,平成,7,1995,344617,176055,168562
北海道,15～19歳,平成,7,1995,394609,201737,192872
北海道,20～24歳,平成,7,1995,415477,207782,207695
北海道,25～29歳,平成,7,1995,359523,172479,187044
北海道,30～34歳,平成,7,1995,359859,173236,186623
北海道,35～39歳,平成,7,1995,362359,177080,185279
北海道,40～44歳,平成,7,1995,441130,214022,227108
北海道,45～49歳,平成,7,1995,490810,235671,255139
北海道,50～54歳,平成,7,1995,393416,185470,207946
北海道,55～59歳,平成,7,1995,368787,174462,194325
北海道,60～64歳,平成,7,1995,356898,172580,184318
北海道,65～69歳,平成,7,1995,302906,143846,159060
北海道,70～74歳,平成,7,1995,223036,94498,128538
北海道,75～79歳,平成,7,1995,153307,61266,92041
北海道,80～84歳,平成,7,1995,99044,37741,61303
北海道,85歳以上,平成,7,1995,66634,21643,44991
北海道,総数,平成,12,2000,5683062,2719389,2963673
北海道,0～4歳,平成,12,2000,238264,121481,116783
北海道,5～9歳,平成,12,2000,260721,132985,127736
北海道,10～14歳,平成,12,2000,293367,150621,142746
北海道,15～19歳,平成,12,2000,341843,175008,166835
北海道,20～24歳,平成,12,2000,358051,179696,178355
北海道,25～29歳,平成,12,2000,398170,195963,202207
北海道,30～34歳,平成,12,2000,358152,172198,185954
北海道,35～39歳,平成,12,2000,357383,172185,185198
北海道,40～44歳,平成,12,2000,358952,174914,184038
北海道,45～49歳,平成,12,2000,434070,209920,224150
北海道,50～54歳,平成,12,2000,481382,229636,251746
北海道,55～59歳,平成,12,2000,385065,179583,205482
北海道,60～64歳,平成,12,2000,359834,168237,191597
北海道,65～69歳,平成,12,2000,339288,160468,178820
北海道,70～74歳,平成,12,2000,278834,127800,151034
北海道,75～79歳,平成,12,2000,195597,78377,117220
北海道,80～84歳,平成,12,2000,121093,44180,76913
北海道,85歳以上,平成,12,2000,96740,30334,66406
北海道,総数,平成,17,2005,5627737,2675033,2952704
北海道,0～4歳,平成,17,2005,220680,112055,108625
北海道,5～9歳,平成,17,2005,238798,122052,116746
北海道,10～14歳,平成,17,2005,259579,132431,127148
北海道,15～19歳,平成,17,2005,292235,150839,141396
北海道,20～24歳,平成,17,2005,314753,159089,155664
北海道,25～29歳,平成,17,2005,343983,169948,174035
北海道,30～34歳,平成,17,2005,398071,196201,201870
北海道,35～39歳,平成,17,2005,357532,172188,185344
北海道,40～44歳,平成,17,2005,354700,170573,184127
北海道,45～49歳,平成,17,2005,354399,172033,182366
北海道,50～54歳,平成,17,2005,428459,205963,222496
北海道,55～59歳,平成,17,2005,473433,223790,249643
北海道,60～64歳,平成,17,2005,378499,174908,203591
北海道,65～69歳,平成,17,2005,346334,159124,187210
北海道,70～74歳,平成,17,2005,316115,144875,171240
北海道,75～79歳,平成,17,2005,247983,107585,140398
北海道,80～84歳,平成,17,2005,161033,58803,102230
北海道,85歳以上,平成,17,2005,134227,39218,95009
北海道,総数,平成,22,2010,5506419,2603345,2903074
北海道,0～4歳,平成,22,2010,200977,102766,98211
北海道,5～9歳,平成,22,2010,219180,111287,107893
北海道,10～14歳,平成,22,2010,237155,121300,115855
北海道,15～19歳,平成,22,2010,258530,132356,126174
北海道,20～24歳,平成,22,2010,264185,133097,131088
北海道,25～29歳,平成,22,2010,289677,142807,146870
北海道,30～34歳,平成,22,2010,338063,166953,171110
北海道,35～39歳,平成,22,2010,393511,194191,199320
北海道,40～44歳,平成,22,2010,354218,170760,183458
北海道,45～49歳,平成,22,2010,349792,168184,181608
北海道,50～54歳,平成,22,2010,349171,168649,180522
北海道,55～59歳,平成,22,2010,420687,200857,219830
北海道,60～64歳,平成,22,2010,464335,217737,246598
北海道,65～69歳,平成,22,2010,363599,164977,198622
北海道,70～74歳,平成,22,2010,324351,144832,179519
北海道,75～79歳,平成,22,2010,283815,123747,160068
北海道,80～84歳,平成,22,2010,206637,81736,124901
北海道,85歳以上,平成,22,2010,179666,51849,127817
北海道,総数,平成,27,2015,5381733,2537089,2844644
北海道,0～4歳,平成,27,2015,186010,95022,90988
北海道,5～9歳,平成,27,2015,202269,103549,98720
北海道,10～14歳,平成,27,2015,220017,111816,108201
北海道,15～19歳,平成,27,2015,239098,123196,115902
北海道,20～24歳,平成,27,2015,234274,117965,116309
北海道,25～29歳,平成,27,2015,247587,123076,124511
北海道,30～34歳,平成,27,2015,287674,141876,145798
北海道,35～39歳,平成,27,2015,337369,166514,170855
北海道,40～44歳,平成,27,2015,391243,193093,198150
北海道,45～49歳,平成,27,2015,350794,169252,181542
北海道,50～54歳,平成,27,2015,345836,165634,180202
北海道,55～59歳,平成,27,2015,343884,165353,178531
北海道,60～64歳,平成,27,2015,413045,195920,217125
北海道,65～69歳,平成,27,2015,448646,207461,241185
北海道,70～74歳,平成,27,2015,341850,151031,190819
北海道,75～79歳,平成,27,2015,293306,124921,168385
北海道,80～84歳,平成,27,2015,238663,95987,142676
北海道,85歳以上,平成,27,2015,235922,71886,164036
青森県,総数,大正,9,1920,756454,381293,375161
青森県,0～4歳,大正,9,1920,114948,57807,57141
青森県,5～9歳,大正,9,1920,103541,52614,50927
青森県,10～14歳,大正,9,1920,90021,46153,43868
青森県,15～19歳,大正,9,1920,73746,37391,36355
青森県,20～24歳,大正,9,1920,63189,33343,29846
青森県,25～29歳,大正,9,1920,53161,26443,26718
青森県,30～34歳,大正,9,1920,46544,22996,23548
青森県,35～39歳,大正,9,1920,43255,21450,21805
青森県,40～44歳,大正,9,1920,38845,19754,19091
青森県,45～49歳,大正,9,1920,30495,15376,15119
青森県,50～54歳,大正,9,1920,26363,13301,13062
青森県,55～59歳,大正,9,1920,20645,10450,10195
青森県,60～64歳,大正,9,1920,18371,9114,9257
青森県,65～69歳,大正,9,1920,15376,7308,8068
青森県,70～74歳,大正,9,1920,10430,4763,5667
青森県,75～79歳,大正,9,1920,5478,2360,3118
青森県,80歳以上,大正,9,1920,2046,670,1376
青森県,総数,大正,14,1925,812977,408770,404207
青森県,0～4歳,大正,14,1925,128337,64660,63677
青森県,5～9歳,大正,14,1925,106108,53198,52910
青森県,10～14歳,大正,14,1925,98712,50549,48163
青森県,15～19歳,大正,14,1925,80740,40900,39840
青森県,20～24歳,大正,14,1925,69094,35633,33461
青森県,25～29歳,大正,14,1925,56313,28433,27880
青森県,30～34歳,大正,14,1925,50388,25489,24899
青森県,35～39歳,大正,14,1925,44379,22194,22185
青森県,40～44歳,大正,14,1925,40646,20326,20320
青森県,45～49歳,大正,14,1925,36533,18463,18070
青森県,50～54歳,大正,14,1925,27901,13930,13971
青森県,55～59歳,大正,14,1925,23559,11736,11823
青森県,60～64歳,大正,14,1925,17585,8680,8905
青森県,65～69歳,大正,14,1925,14100,6702,7398
青森県,70～74歳,大正,14,1925,10359,4557,5802
青森県,75～79歳,大正,14,1925,5584,2339,3245
青森県,80～84歳,大正,14,1925,2185,856,1329
青森県,85歳以上,大正,14,1925,454,125,329
青森県,総数,昭和,5,1930,879914,441441,438473
青森県,0～4歳,昭和,5,1930,139364,70439,68925
青森県,5～9歳,昭和,5,1930,119886,60531,59355
青森県,10～14歳,昭和,5,1930,101461,50918,50543
青森県,15～19歳,昭和,5,1930,89401,45303,44098
青森県,20～24歳,昭和,5,1930,75051,38640,36411
青森県,25～29歳,昭和,5,1930,62322,31483,30839
青森県,30～34歳,昭和,5,1930,52687,26520,26167
青森県,35～39歳,昭和,5,1930,47909,24327,23582
青森県,40～44歳,昭和,5,1930,41830,20975,20855
青森県,45～49歳,昭和,5,1930,38417,19076,19341
青森県,50～54歳,昭和,5,1930,33658,16862,16796
青森県,55～59歳,昭和,5,1930,25179,12407,12772
青森県,60～64歳,昭和,5,1930,20244,9788,10456
青森県,65～69歳,昭和,5,1930,13947,6603,7344
青森県,70～74歳,昭和,5,1930,9666,4244,5422
青森県,75～79歳,昭和,5,1930,5833,2245,3588
青森県,80歳以上,昭和,5,1930,3059,1080,1979
青森県,総数,昭和,10,1935,967129,484277,482852
青森県,0～4歳,昭和,10,1935,154619,78052,76567
青森県,5～9歳,昭和,10,1935,131713,66600,65113
青森県,10～14歳,昭和,10,1935,116363,58761,57602
青森県,15～19歳,昭和,10,1935,91735,45790,45945
青森県,20～24歳,昭和,10,1935,82126,41644,40482
青森県,25～29歳,昭和,10,1935,69687,35009,34678
青森県,30～34歳,昭和,10,1935,60147,30469,29678
青森県,35～39歳,昭和,10,1935,50902,25781,25121
青森県,40～44歳,昭和,10,1935,45716,23327,22389
青森県,45～49歳,昭和,10,1935,39788,19892,19896
青森県,50～54歳,昭和,10,1935,35959,17765,18194
青森県,55～59歳,昭和,10,1935,30716,15143,15573
青森県,60～64歳,昭和,10,1935,22079,10605,11474
青森県,65～69歳,昭和,10,1935,16499,7639,8860
青森県,70～74歳,昭和,10,1935,9952,4421,5531
青森県,75～79歳,昭和,10,1935,5645,2214,3431
青森県,80歳以上,昭和,10,1935,3483,1165,2318
青森県,総数,昭和,15,1940,1000372,496517,503855
青森県,0～4歳,昭和,15,1940,145017,73579,71438
青森県,5～9歳,昭和,15,1940,142362,71809,70553
青森県,10～14歳,昭和,15,1940,125243,63447,61796
青森県,15～19歳,昭和,15,1940,97870,47663,50207
青森県,20～24歳,昭和,15,1940,77893,38840,39053
青森県,25～29歳,昭和,15,1940,70855,34723,36132
青森県,30～34歳,昭和,15,1940,63136,31126,32010
青森県,35～39歳,昭和,15,1940,56035,27975,28060
青森県,40～44歳,昭和,15,1940,47798,23974,23824
青森県,45～49歳,昭和,15,1940,42839,21692,21147
青森県,50～54歳,昭和,15,1940,36641,18154,18487
青森県,55～59歳,昭和,15,1940,32092,15500,16592
青森県,60～64歳,昭和,15,1940,26114,12386,13728
青森県,65～69歳,昭和,15,1940,17074,7756,9318
青森県,70～74歳,昭和,15,1940,10976,4701,6275
青森県,75～79歳,昭和,15,1940,5461,2207,3254
青森県,80～84歳,昭和,15,1940,2168,740,1428
青森県,85歳以上,昭和,15,1940,791,243,548
青森県,総数,昭和,20,1945,1083250,511798,571452
青森県,1～5歳,昭和,20,1945,152552,77155,75397
青森県,6～10歳,昭和,20,1945,143369,72573,70796
青森県,11～15歳,昭和,20,1945,145704,73448,72256
青森県,16～20歳,昭和,20,1945,122498,59871,62627
青森県,21～25歳,昭和,20,1945,81075,29967,51108
青森県,26～30歳,昭和,20,1945,62928,22054,40874
青森県,31～35歳,昭和,20,1945,65060,27623,37437
青森県,36～40歳,昭和,20,1945,62469,29743,32726
青森県,41～45歳,昭和,20,1945,55446,27666,27780
青森県,46～50歳,昭和,20,1945,46999,23456,23543
青森県,51～55歳,昭和,20,1945,40877,20654,20223
青森県,56～60歳,昭和,20,1945,34408,16765,17643
青森県,61～65歳,昭和,20,1945,27760,12971,14789
青森県,66～70歳,昭和,20,1945,20708,9299,11409
青森県,71～75歳,昭和,20,1945,12459,5213,7246
青森県,76～80歳,昭和,20,1945,5926,2287,3639
青森県,81～85歳,昭和,20,1945,2275,820,1455
青森県,86歳以上,昭和,20,1945,737,233,504
青森県,総数,昭和,25,1950,1282867,635547,647320
青森県,0～4歳,昭和,25,1950,196357,99886,96471
青森県,5～9歳,昭和,25,1950,155546,78885,76661
青森県,10～14歳,昭和,25,1950,146500,74341,72159
青森県,15～19歳,昭和,25,1950,143960,72596,71364
青森県,20～24歳,昭和,25,1950,120604,60322,60282
青森県,25～29歳,昭和,25,1950,92548,43118,49430
青森県,30～34歳,昭和,25,1950,76285,35388,40897
青森県,35～39歳,昭和,25,1950,72744,35601,37143
青森県,40～44歳,昭和,25,1950,63084,31585,31499
青森県,45～49歳,昭和,25,1950,54519,27720,26799
青森県,50～54歳,昭和,25,1950,44651,22498,22153
青森県,55～59歳,昭和,25,1950,38388,19227,19161
青森県,60～64歳,昭和,25,1950,30181,14361,15820
青森県,65～69歳,昭和,25,1950,22227,9978,12249
青森県,70～74歳,昭和,25,1950,14478,6084,8394
青森県,75～79歳,昭和,25,1950,7073,2710,4363
青森県,80歳以上,昭和,25,1950,3431,1109,2322
青森県,総数,昭和,30,1955,1382523,678837,703686
